transcript,control_minus_DMS_fp_10_coverage
PB2015.8959.2,0.305480540111
PB2015.13616.1,0.305464121132
PB2015.10236.5,0.305410566518
PB2015.7288.1,0.30537693323
PB2015.11715.16,0.305319148936
PB2015.11820.12,0.305280270957
PB2015.8359.3,0.305234763551
PB2015.9824.2,0.305230386052
PB2015.16496.8,0.305210778331
PB2015.14529.3,0.305196182397
PB2015.11451.1,0.305165222971
PB2015.13942.1,0.304935370153
PB2015.9895.2,0.304817127565
PB2015.16170.14,0.304810870364
PB2015.1643.1,0.304643678161
PB2015.12701.1,0.304448246364
PB2015.1903.1,0.304429783223
PB2015.4139.2,0.304422382671
PB2015.4256.1,0.304347826087
PB2015.13751.4,0.304336734694
PB2015.9177.1,0.304210129446
PB2015.7971.14,0.304200465826
PB2015.40.1,0.304175714921
PB2015.424.1,0.303927636277
PB2015.8623.2,0.303902862099
PB2015.7699.1,0.303760016437
PB2015.16843.4,0.30375
PB2015.6165.1,0.30366598778
PB2015.6999.9,0.30347826087
PB2015.6685.2,0.303375
PB2015.13841.16,0.303359922649
PB2015.9968.1,0.303311258278
PB2015.4999.4,0.303282051282
PB2015.1579.1,0.303118503119
PB2015.14353.16,0.303049613109
PB2015.8428.3,0.303045685279
PB2015.934.16,0.302878598248
PB2015.14027.19,0.302748091603
PB2015.5598.2,0.3027332705
PB2015.8224.3,0.302511078287
PB2015.4554.13,0.302503209243
PB2015.9859.14,0.302382882153
PB2015.4799.7,0.302361437962
PB2015.1680.2,0.302282157676
PB2015.5844.9,0.302193292769
PB2015.7507.9,0.302173455795
PB2015.16557.2,0.302169421488
PB2015.13104.17,0.302135231317
PB2015.2997.1,0.302055622733
PB2015.7022.4,0.302029520295
PB2015.1209.1,0.301925378005
PB2015.10229.5,0.301899441341
PB2015.10209.12,0.301843779613
PB2015.2327.12,0.301779979315
PB2015.6228.4,0.301774470521
PB2015.13225.1,0.301734936741
PB2015.6027.1,0.301717721157
PB2015.10123.7,0.301711593098
PB2015.14383.10,0.301632363378
PB2015.7843.1,0.301594174375
PB2015.8026.1,0.301565537706
PB2015.16049.4,0.301525940997
PB2015.13419.1,0.301354547409
PB2015.14310.1,0.301335707925
PB2015.7527.4,0.301182237601
PB2015.5964.1,0.301099284593
PB2015.4569.5,0.30108751942
PB2015.2632.2,0.300991826614
PB2015.11125.4,0.300550570962
PB2015.12046.1,0.300516351119
PB2015.779.1,0.300403817915
PB2015.3602.1,0.300389089919
PB2015.4300.1,0.300180668473
PB2015.12351.8,0.300151057402
PB2015.1714.1,0.300050942435
PB2015.329.1,0.299595469256
PB2015.7656.2,0.299581589958
PB2015.585.12,0.299475157453
PB2015.1480.1,0.299460916442
PB2015.9639.2,0.299459459459
PB2015.12153.1,0.299445188445
PB2015.8541.7,0.299442231076
PB2015.10320.6,0.299398529739
PB2015.13389.11,0.299374328509
PB2015.8451.1,0.299359967662
PB2015.13653.4,0.299348534202
PB2015.7714.2,0.299342969777
PB2015.8958.3,0.299310344828
PB2015.609.1,0.299303828941
PB2015.14124.4,0.299248120301
PB2015.584.14,0.299218111798
PB2015.1319.2,0.299101796407
PB2015.5786.1,0.298783454988
PB2015.6649.3,0.298722764838
PB2015.1413.19,0.29867327083
PB2015.16203.2,0.298459993304
PB2015.3893.1,0.298413809191
PB2015.9515.3,0.298332009531
PB2015.744.6,0.298204688393
PB2015.2251.2,0.298105813194
PB2015.15771.2,0.298093636109
PB2015.4515.3,0.298051024676
PB2015.10423.6,0.2980418866
PB2015.13287.1,0.297948717949
PB2015.12808.10,0.297925986173
PB2015.1113.1,0.297924673328
PB2015.9879.1,0.297901180586
PB2015.5657.1,0.297899159664
PB2015.6609.3,0.297772116267
PB2015.6345.1,0.297722567288
PB2015.15021.1,0.297705720404
PB2015.3795.6,0.297656903766
PB2015.11316.6,0.297635418414
PB2015.6408.7,0.2975629905
PB2015.4895.6,0.297399116134
PB2015.6212.1,0.297323668804
PB2015.5806.7,0.297256354149
PB2015.3848.2,0.297253634895
PB2015.9088.6,0.297135882122
PB2015.10280.2,0.297111681643
PB2015.4244.2,0.296670135276
PB2015.8771.1,0.296558054153
PB2015.6988.3,0.296477495108
PB2015.7971.6,0.296229508197
PB2015.2199.4,0.29621957535
PB2015.3664.1,0.296084828711
PB2015.7475.3,0.296084656085
PB2015.11964.9,0.296024734982
PB2015.7329.7,0.295987328405
PB2015.16177.5,0.29595450853
PB2015.7577.2,0.295731707317
PB2015.3173.7,0.295709031467
PB2015.15853.2,0.295708463198
PB2015.13259.3,0.295539625647
PB2015.6731.2,0.295501551189
PB2015.6020.7,0.295480549199
PB2015.13948.1,0.295441067457
PB2015.837.4,0.295411392405
PB2015.14186.2,0.295385549484
PB2015.15759.3,0.295362903226
PB2015.10146.1,0.295348837209
PB2015.1706.5,0.295334538879
PB2015.934.19,0.295318495779
PB2015.3934.5,0.295236463331
PB2015.13427.4,0.295043731778
PB2015.11293.1,0.294972607154
PB2015.2537.7,0.29482858803
PB2015.851.19,0.294741697417
PB2015.13271.1,0.294696321642
PB2015.272.1,0.294631352899
PB2015.2327.2,0.294624652456
PB2015.10323.37,0.29453125
PB2015.12599.1,0.294493050282
PB2015.12173.5,0.294401244168
PB2015.9788.4,0.294240837696
PB2015.5679.3,0.294162067964
PB2015.2827.5,0.294089547982
PB2015.4853.6,0.294052603328
PB2015.7509.5,0.293880906812
PB2015.172.2,0.293772893773
PB2015.4191.1,0.293653846154
PB2015.14512.6,0.293461472456
PB2015.11592.1,0.293455031167
PB2015.9080.3,0.293359047459
PB2015.8347.10,0.293353966444
PB2015.16321.1,0.293282149712
PB2015.5448.14,0.293275292246
PB2015.16432.4,0.292969943963
PB2015.6083.4,0.292959476054
PB2015.13547.1,0.292857142857
PB2015.6988.2,0.292716603383
PB2015.7953.5,0.292425531915
PB2015.13330.5,0.292335766423
PB2015.9869.1,0.29231229077
PB2015.7945.5,0.292234901197
PB2015.10810.1,0.292140921409
PB2015.13218.3,0.292081632653
PB2015.10740.4,0.292065807327
PB2015.6533.2,0.29205955335
PB2015.57.3,0.291919191919
PB2015.10551.7,0.291903052947
PB2015.10206.3,0.291869752202
PB2015.14240.3,0.291797453361
PB2015.8953.7,0.291781360598
PB2015.433.6,0.291718477991
PB2015.6717.7,0.291597633136
PB2015.7439.1,0.291560616209
PB2015.2479.3,0.291540130152
PB2015.16838.4,0.291489979669
PB2015.9975.4,0.291486658196
PB2015.9647.2,0.291424418605
PB2015.14945.2,0.291284815813
PB2015.13788.1,0.291250774954
PB2015.5039.4,0.290874865543
PB2015.2398.1,0.290767230169
PB2015.6222.4,0.290666666667
PB2015.2486.2,0.290600924499
PB2015.2717.3,0.290519303582
PB2015.8600.2,0.290512882254
PB2015.16217.1,0.290498285253
PB2015.9443.1,0.290212765957
PB2015.4293.2,0.290198863636
PB2015.1139.11,0.290188679245
PB2015.967.8,0.290110698393
PB2015.7417.8,0.289950829748
PB2015.12070.3,0.28968629449
PB2015.1489.1,0.289667049369
PB2015.453.6,0.289561217268
PB2015.12559.2,0.289353393821
PB2015.5348.1,0.28933502907
PB2015.12759.2,0.289302884615
PB2015.6428.5,0.289286379728
PB2015.6314.1,0.2891688771
PB2015.9886.2,0.289057350033
PB2015.6999.10,0.289037433155
PB2015.13427.5,0.289009009009
PB2015.11193.7,0.289005235602
PB2015.4485.28,0.288995708155
PB2015.8683.2,0.288900323434
PB2015.5512.1,0.288766519824
PB2015.1991.12,0.288724584104
PB2015.13565.9,0.288705997392
PB2015.16337.1,0.288694087404
PB2015.13557.18,0.288689888591
PB2015.13318.1,0.288563458856
PB2015.10563.2,0.288562520512
PB2015.14524.5,0.288428696193
PB2015.10129.3,0.288389830508
PB2015.9433.6,0.288385269122
PB2015.16618.5,0.288224105136
PB2015.3572.1,0.288064334086
PB2015.10549.5,0.287992937022
PB2015.10945.1,0.287869822485
PB2015.199.1,0.28781512605
PB2015.10864.3,0.287799680341
PB2015.453.2,0.287710219922
PB2015.2445.4,0.287703703704
PB2015.14817.1,0.287630208333
PB2015.12733.2,0.287465940054
PB2015.16248.9,0.287334593573
PB2015.10170.5,0.287332420002
PB2015.2886.1,0.287302278334
PB2015.3512.6,0.287263017356
PB2015.14519.1,0.287168141593
PB2015.930.7,0.287167617612
PB2015.15813.1,0.287124132614
PB2015.5375.3,0.287002756991
PB2015.13657.5,0.286979670862
PB2015.3555.33,0.286974756933
PB2015.11676.1,0.28689529866
PB2015.15557.17,0.286772486772
PB2015.15609.2,0.286730313321
PB2015.16071.1,0.286644364385
PB2015.5766.2,0.286642883617
PB2015.5624.2,0.286600579194
PB2015.2465.2,0.286423679061
PB2015.4058.1,0.286399041342
PB2015.10490.7,0.28634891254
PB2015.14626.2,0.286346483705
PB2015.504.2,0.286251621271
PB2015.13557.4,0.286210688366
PB2015.5850.2,0.286200780419
PB2015.10571.7,0.286172811666
PB2015.2784.1,0.286036516178
PB2015.239.1,0.285631180919
PB2015.10806.3,0.285529157667
PB2015.3519.17,0.285507797642
PB2015.1401.5,0.285160295252
PB2015.3171.3,0.285125184094
PB2015.3529.5,0.285074626866
PB2015.12417.13,0.285061511424
PB2015.16241.1,0.285032894737
PB2015.16469.1,0.284937958518
PB2015.4536.2,0.28493524199
PB2015.16175.4,0.284794211837
PB2015.3624.5,0.284747292419
PB2015.7339.3,0.284713630014
PB2015.2639.5,0.284612176814
PB2015.14821.3,0.284297520661
PB2015.11114.6,0.284296028881
PB2015.11082.12,0.28427037271
PB2015.1970.5,0.284205518554
PB2015.8224.4,0.284103367267
PB2015.8349.14,0.283861312048
PB2015.8380.4,0.283736004714
PB2015.883.2,0.283696063987
PB2015.11067.4,0.283635472807
PB2015.5001.3,0.283539708588
PB2015.5756.2,0.283511366749
PB2015.11895.9,0.283418249189
PB2015.4068.5,0.28340443686
PB2015.2879.1,0.283391521197
PB2015.1963.1,0.283333333333
PB2015.13976.1,0.283174075613
PB2015.5688.3,0.28316372614
PB2015.10104.5,0.283154890542
PB2015.2400.3,0.283098272871
PB2015.14221.9,0.283079819005
PB2015.9118.3,0.283063482266
PB2015.908.2,0.283006704487
PB2015.4044.7,0.282944278835
PB2015.8442.1,0.282923855805
PB2015.16294.3,0.282857142857
PB2015.6049.11,0.282829181495
PB2015.1132.9,0.282799808887
PB2015.9855.3,0.282751709502
PB2015.13166.7,0.282535297729
PB2015.1582.1,0.282515227517
PB2015.13255.1,0.282449494949
PB2015.2920.11,0.28244836272
PB2015.201.1,0.28235922071
PB2015.779.3,0.282352941176
PB2015.1273.1,0.2821482349
PB2015.2644.5,0.282023425564
PB2015.4044.8,0.281866369089
PB2015.11160.5,0.281779325629
PB2015.13764.2,0.281692837993
PB2015.1731.2,0.281670857782
PB2015.16642.5,0.28164738547
PB2015.14077.1,0.281589801275
PB2015.2669.1,0.281462832914
PB2015.11980.1,0.281288343558
PB2015.14402.28,0.28116938951
PB2015.10252.2,0.280883280757
PB2015.1312.1,0.280702554745
PB2015.4103.1,0.280694980695
PB2015.8834.10,0.280609313797
PB2015.1140.2,0.280559875583
PB2015.15252.4,0.280400572246
PB2015.8043.7,0.280354363702
PB2015.13576.3,0.28034966757
PB2015.1498.1,0.280278422274
PB2015.5944.4,0.280141843972
PB2015.11563.5,0.280141342756
PB2015.2652.4,0.280131055465
PB2015.9899.4,0.280083857442
PB2015.943.1,0.280051646223
PB2015.95.4,0.280043283351
PB2015.11395.1,0.279882993224
PB2015.14527.1,0.27975
PB2015.5023.2,0.279707876891
PB2015.15039.1,0.279616306954
PB2015.14484.1,0.279579020816
PB2015.10839.1,0.279444444444
PB2015.2645.3,0.279391113857
PB2015.4723.4,0.27936
PB2015.7944.3,0.279283694628
PB2015.10622.1,0.279198635976
PB2015.16333.1,0.279097231334
PB2015.6091.10,0.279000275606
PB2015.7038.1,0.278968359479
PB2015.7954.2,0.27893304767
PB2015.6507.1,0.278863636364
PB2015.4052.8,0.278792485253
PB2015.2920.12,0.278789119476
PB2015.5734.1,0.278785783432
PB2015.6384.7,0.278756476684
PB2015.11408.2,0.27875
PB2015.14222.4,0.278683914511
PB2015.6237.2,0.278601055807
PB2015.7509.6,0.278484114236
PB2015.14191.2,0.278372591006
PB2015.7406.1,0.278330019881
PB2015.6188.9,0.278239608802
PB2015.1245.1,0.278181818182
PB2015.8519.5,0.278122604077
PB2015.7854.18,0.27810476751
PB2015.10591.11,0.277914614122
PB2015.8638.1,0.277814029364
PB2015.16372.2,0.277802197802
PB2015.8358.5,0.277772252611
PB2015.6151.7,0.277761836442
PB2015.5276.1,0.277757352941
PB2015.7852.2,0.277573656846
PB2015.8804.5,0.277569745815
PB2015.7818.3,0.277544121303
PB2015.10284.2,0.277474923681
PB2015.8534.4,0.277385675506
PB2015.10616.1,0.277346938776
PB2015.15590.13,0.277293115659
PB2015.6892.21,0.277117117117
PB2015.11561.10,0.277077589602
PB2015.15026.5,0.277005666567
PB2015.1144.4,0.276985195155
PB2015.3577.2,0.276979835245
PB2015.11210.15,0.276882776686
PB2015.10997.2,0.27687150838
PB2015.5650.1,0.276805251641
PB2015.9858.8,0.276791395243
PB2015.15901.1,0.276747404844
PB2015.1392.2,0.276716545532
PB2015.1938.1,0.276590330789
PB2015.12523.1,0.276586801177
PB2015.5917.4,0.276388888889
PB2015.5033.17,0.276377952756
PB2015.8169.2,0.276370656371
PB2015.4568.5,0.276262886598
PB2015.2033.2,0.27624872579
PB2015.2410.2,0.276156069364
PB2015.10922.1,0.276153050672
PB2015.1746.3,0.27614213198
PB2015.16341.2,0.276128820782
PB2015.5728.1,0.276124865447
PB2015.6846.4,0.276059050064
PB2015.11228.1,0.2760580604
PB2015.15610.6,0.2760136093
PB2015.15101.1,0.275992128567
PB2015.101.6,0.275883617457
PB2015.10424.4,0.275820425308
PB2015.16809.1,0.275750577367
PB2015.2392.7,0.275699359623
PB2015.15755.5,0.27564358152
PB2015.15508.2,0.275607958732
PB2015.9364.1,0.27557840617
PB2015.2208.3,0.275559105431
PB2015.4653.1,0.275543478261
PB2015.5614.7,0.275476839237
PB2015.16347.3,0.275427729514
PB2015.7959.2,0.275411326637
PB2015.7488.17,0.275409836066
PB2015.4829.23,0.275394736842
PB2015.6725.1,0.275362318841
PB2015.3372.3,0.275287236265
PB2015.294.5,0.275225225225
PB2015.8612.2,0.275217613927
PB2015.8747.1,0.274926654741
PB2015.14200.2,0.274859287054
PB2015.6622.1,0.274719767902
PB2015.10715.1,0.274709302326
PB2015.15777.1,0.274613959234
PB2015.16350.1,0.27458200263
PB2015.6511.2,0.274513274336
PB2015.15973.2,0.274479166667
PB2015.2147.1,0.274472845237
PB2015.6371.2,0.274466992037
PB2015.9850.2,0.274440052701
PB2015.9967.2,0.274416388757
PB2015.3250.4,0.274349442379
PB2015.7389.4,0.274342815988
PB2015.8737.8,0.274293527803
PB2015.12734.6,0.274228642768
PB2015.2827.8,0.274216077537
PB2015.13590.3,0.27418967587
PB2015.2478.14,0.274138926304
PB2015.9105.1,0.273986265533
PB2015.1429.13,0.273825065274
PB2015.9469.7,0.273824451411
PB2015.15364.4,0.273729582577
PB2015.5844.1,0.273587900289
PB2015.10178.2,0.27354542849
PB2015.14350.2,0.273523280056
PB2015.10084.3,0.273426745329
PB2015.9824.4,0.273408319185
PB2015.8160.6,0.273373888629
PB2015.11202.2,0.273294203962
PB2015.7952.2,0.273170731707
PB2015.10130.1,0.273125884017
PB2015.14244.2,0.27311819048
PB2015.2199.5,0.27308259587
PB2015.4941.1,0.273002523129
PB2015.11971.7,0.272989782319
PB2015.11983.3,0.27292746114
PB2015.9177.2,0.272840690979
PB2015.6232.1,0.272715894869
PB2015.5469.1,0.272712900506
PB2015.9935.2,0.272645290581
PB2015.5458.4,0.272543598469
PB2015.10802.4,0.272531095459
PB2015.97.2,0.272524752475
PB2015.11514.1,0.272460658083
PB2015.2690.1,0.272396910021
PB2015.7389.17,0.272258259164
PB2015.5822.11,0.272245361605
PB2015.15093.1,0.272217898833
PB2015.1871.6,0.272150971052
PB2015.3179.1,0.272069825436
PB2015.6810.1,0.27206608602
PB2015.4519.16,0.27199592668
PB2015.10563.3,0.271916376307
PB2015.5341.10,0.271903070817
PB2015.3987.2,0.271721144717
PB2015.9858.9,0.271678415276
PB2015.6369.3,0.271564733916
PB2015.7853.3,0.271523710182
PB2015.1685.3,0.271499176277
PB2015.10379.4,0.271440195281
PB2015.4082.7,0.271266540643
PB2015.10563.1,0.271230916031
PB2015.9969.5,0.271202789938
PB2015.11457.4,0.271092831962
PB2015.16167.3,0.271061499579
PB2015.7842.2,0.271038251366
PB2015.415.2,0.270822281167
PB2015.9906.2,0.270663811563
PB2015.2752.2,0.270652631579
PB2015.15031.1,0.270644875206
PB2015.1126.5,0.270594713656
PB2015.3023.5,0.270560747664
PB2015.16001.1,0.270422535211
PB2015.2787.2,0.270383693046
PB2015.16125.3,0.269906644701
PB2015.364.12,0.269575113809
PB2015.12127.19,0.269519572954
PB2015.4701.18,0.269474468878
PB2015.9997.1,0.269441664999
PB2015.294.4,0.269407894737
PB2015.8347.6,0.269376938987
PB2015.1028.1,0.269260579755
PB2015.8986.7,0.269240669241
PB2015.5120.2,0.268953488372
PB2015.15389.3,0.268835774865
PB2015.7450.1,0.268776371308
PB2015.918.5,0.268611111111
PB2015.2451.2,0.268572887414
PB2015.13618.17,0.268534422075
PB2015.13290.1,0.268423307626
PB2015.10272.1,0.268371607516
PB2015.9557.5,0.268301544051
PB2015.10309.3,0.268121590023
PB2015.7625.6,0.267942583732
PB2015.2742.1,0.267915531335
PB2015.8917.2,0.267726550079
PB2015.16307.4,0.267569832402
PB2015.8589.7,0.267481815342
PB2015.1081.4,0.267456181904
PB2015.177.2,0.267405764967
PB2015.3855.2,0.267357512953
PB2015.856.9,0.26734784289
PB2015.1731.1,0.267294983047
PB2015.5656.6,0.267203219316
PB2015.5698.7,0.267147363677
PB2015.3578.8,0.266976405947
PB2015.14028.4,0.266897621883
PB2015.4111.1,0.266886326194
PB2015.7971.7,0.266863905325
PB2015.15367.3,0.266842800528
PB2015.15942.1,0.266807147674
PB2015.15516.1,0.26669245648
PB2015.6793.16,0.266666666667
PB2015.2419.3,0.266661062542
PB2015.2199.2,0.266531027467
PB2015.13837.10,0.266454352442
PB2015.3474.1,0.266375545852
PB2015.7954.1,0.266364582695
PB2015.11826.6,0.266287410339
PB2015.3795.7,0.266255144033
PB2015.13866.13,0.266103286385
PB2015.10710.5,0.266054313099
PB2015.14409.3,0.265967101531
PB2015.14649.1,0.265759849906
PB2015.12461.1,0.265727341965
PB2015.15051.1,0.265633257002
PB2015.16813.1,0.26561922366
PB2015.3578.20,0.265483090685
PB2015.16157.1,0.265405771984
PB2015.1584.5,0.265309318716
PB2015.2879.2,0.265300146413
PB2015.10648.3,0.26528458349
PB2015.15298.2,0.265241057543
PB2015.11243.1,0.265202300161
PB2015.16736.8,0.265142857143
PB2015.14908.2,0.265015806112
PB2015.4972.5,0.265008767197
PB2015.775.5,0.264997764864
PB2015.15943.15,0.264858720364
PB2015.16036.1,0.2647883765
PB2015.9292.3,0.264732650739
PB2015.13298.2,0.26465167711
PB2015.1339.7,0.264597478177
PB2015.10209.19,0.264558973213
PB2015.14693.1,0.264540540541
PB2015.15951.1,0.264393939394
PB2015.16776.18,0.264369230769
PB2015.13788.2,0.264322936922
PB2015.559.1,0.264240506329
PB2015.2663.5,0.264082553538
PB2015.14378.1,0.264008321775
PB2015.11050.7,0.263927492447
PB2015.8625.6,0.263839373808
PB2015.16445.7,0.263833992095
PB2015.9164.1,0.26379707917
PB2015.14652.1,0.263764995386
PB2015.13189.1,0.263664357198
PB2015.12192.5,0.263648380701
PB2015.16392.11,0.263426488457
PB2015.1457.1,0.263367875648
PB2015.4939.4,0.263357843137
PB2015.827.1,0.263119266055
PB2015.2857.1,0.263108171941
PB2015.12081.1,0.263059163059
PB2015.2030.4,0.262996158771
PB2015.13566.5,0.262845849802
PB2015.16839.10,0.262698819908
PB2015.9448.10,0.26268958544
PB2015.1119.3,0.26265128593
PB2015.1991.11,0.26264418811
PB2015.13845.6,0.262550607287
PB2015.10880.1,0.262407365821
PB2015.16459.11,0.262339549528
PB2015.4252.2,0.262266500623
PB2015.5520.11,0.262216216216
PB2015.4507.2,0.262170841362
PB2015.1276.2,0.262158995816
PB2015.2230.1,0.262086258776
PB2015.6442.18,0.261967707594
PB2015.7022.2,0.261943513643
PB2015.4541.6,0.261906279885
PB2015.3664.5,0.261824324324
PB2015.15741.2,0.261787213034
PB2015.977.9,0.261745429458
PB2015.2778.7,0.261656206949
PB2015.12159.2,0.261569840121
PB2015.625.1,0.261564077774
PB2015.4530.15,0.261474558671
PB2015.1173.9,0.261418217991
PB2015.14378.4,0.26135097493
PB2015.8370.1,0.261347869177
PB2015.14604.1,0.261309062742
PB2015.104.1,0.26127744511
PB2015.2592.5,0.2612304332
PB2015.5359.1,0.261205032436
PB2015.1716.2,0.261149425287
PB2015.14990.1,0.261143523921
PB2015.4244.23,0.261042944785
PB2015.7339.5,0.260987474158
PB2015.855.3,0.260953989025
PB2015.5780.2,0.260834088849
PB2015.1770.1,0.260799385088
PB2015.4064.2,0.260693215339
PB2015.3662.18,0.260524354719
PB2015.11426.3,0.260514018692
PB2015.344.2,0.26044492675
PB2015.5970.3,0.260327677004
PB2015.9826.6,0.260319085402
PB2015.5378.2,0.260247994165
PB2015.10026.1,0.260236363636
PB2015.12029.3,0.260174487149
PB2015.6946.1,0.259895322211
PB2015.13399.1,0.259867846902
PB2015.7985.1,0.259861248761
PB2015.12882.2,0.259848484848
PB2015.8402.1,0.259793814433
PB2015.2551.4,0.259749552773
PB2015.15738.3,0.259749034749
PB2015.2060.10,0.259675107501
PB2015.4546.3,0.259649900288
PB2015.16295.1,0.259568025838
PB2015.13121.2,0.25956084172
PB2015.14331.3,0.259546925566
PB2015.9828.4,0.259402654867
PB2015.12170.1,0.259376146789
PB2015.14940.3,0.259237844941
PB2015.2977.3,0.25920197712
PB2015.5774.1,0.259147180193
PB2015.409.5,0.259058671825
PB2015.15398.1,0.258881875564
PB2015.12604.1,0.258769407706
PB2015.1293.1,0.258662631339
PB2015.6407.1,0.258493353028
PB2015.6389.1,0.258418691839
PB2015.1250.1,0.25834995015
PB2015.7031.5,0.258217270195
PB2015.13105.10,0.258165256994
PB2015.9290.2,0.258160237389
PB2015.10155.7,0.258082706767
PB2015.1152.1,0.258039215686
PB2015.4591.3,0.258029395754
PB2015.11629.1,0.257977883096
PB2015.2232.3,0.257857416071
PB2015.4717.2,0.257852564103
PB2015.3237.2,0.257843731072
PB2015.16712.1,0.257818003478
PB2015.8599.4,0.257527971104
PB2015.9828.9,0.257463935602
PB2015.3204.5,0.257442955451
PB2015.23.2,0.257418872758
PB2015.7821.2,0.25738045738
PB2015.7511.4,0.257343020239
PB2015.415.1,0.257294832827
PB2015.7507.5,0.257240940877
PB2015.15940.4,0.257213930348
PB2015.12996.5,0.257178598922
PB2015.1082.4,0.257078313253
PB2015.2939.3,0.257042473454
PB2015.4853.3,0.256878714506
PB2015.15388.12,0.256846950518
PB2015.6204.1,0.256716108288
PB2015.8424.1,0.256661143113
PB2015.13702.7,0.256565656566
PB2015.2933.1,0.256492209349
PB2015.5585.21,0.25635148042
PB2015.10424.2,0.256307323268
PB2015.1267.2,0.256209150327
PB2015.7111.5,0.256113537118
PB2015.15843.1,0.256020748425
PB2015.7485.2,0.255835609635
PB2015.1169.6,0.255810966996
PB2015.5993.13,0.255794441531
PB2015.8626.4,0.255735928481
PB2015.3654.3,0.255685733977
PB2015.4772.3,0.255641421947
PB2015.1965.3,0.255596330275
PB2015.851.21,0.255313807531
PB2015.16288.2,0.255284552846
PB2015.16172.2,0.25514891095
PB2015.10908.1,0.255043859649
PB2015.13624.1,0.254962910632
PB2015.2644.6,0.254941472811
PB2015.4813.4,0.254906236372
PB2015.4092.1,0.25488786659
PB2015.2805.6,0.254641909814
PB2015.6302.7,0.254556924447
PB2015.2843.6,0.25451983855
PB2015.1691.1,0.254440568822
PB2015.11818.6,0.254405286344
PB2015.13751.2,0.254385597655
PB2015.5033.13,0.254344122658
PB2015.8525.3,0.254329371817
PB2015.1088.16,0.25411946447
PB2015.11691.10,0.254066807401
PB2015.6209.1,0.254029227557
PB2015.13581.2,0.254021419896
PB2015.3911.1,0.254008438819
PB2015.3278.1,0.253813629581
PB2015.9212.4,0.253743513714
PB2015.3605.1,0.253687315634
PB2015.4853.1,0.253678025852
PB2015.4526.3,0.253673747807
PB2015.10735.4,0.253622890078
PB2015.3226.10,0.25359972099
PB2015.1029.2,0.253543307087
PB2015.7979.11,0.253523525655
PB2015.14529.2,0.253420068557
PB2015.4300.6,0.253357314149
PB2015.13292.4,0.253307145132
PB2015.3050.4,0.253230769231
PB2015.5627.3,0.25320855615
PB2015.8269.8,0.253111305872
PB2015.13653.5,0.253036260376
PB2015.9643.2,0.252966101695
PB2015.7844.1,0.252883372123
PB2015.4701.22,0.252582985271
PB2015.918.8,0.252558139535
PB2015.5356.1,0.252541784994
PB2015.16013.1,0.252402745995
PB2015.6194.3,0.252378011118
PB2015.9448.5,0.252357071214
PB2015.9826.2,0.252250075506
PB2015.231.11,0.252200141945
PB2015.14231.1,0.252196382429
PB2015.6484.6,0.252073419443
PB2015.5808.2,0.252047652248
PB2015.585.11,0.252039075826
PB2015.9830.6,0.252034958444
PB2015.496.23,0.252028904947
PB2015.16349.3,0.251993582349
PB2015.1142.3,0.251736276282
PB2015.14400.3,0.251734104046
PB2015.1392.1,0.251691359082
PB2015.10756.8,0.251633875107
PB2015.10955.4,0.251416078704
PB2015.12597.1,0.251367781155
PB2015.4661.1,0.251357789424
PB2015.6173.3,0.251321585903
PB2015.16401.2,0.251221719457
PB2015.13307.6,0.251197870453
PB2015.16172.4,0.251189106252
PB2015.9182.3,0.251134020619
PB2015.9900.3,0.251126516464
PB2015.1053.5,0.251041046996
PB2015.7356.6,0.251004520342
PB2015.15833.1,0.25098746589
PB2015.3624.7,0.250865998177
PB2015.7561.6,0.250815394651
PB2015.13876.18,0.250775193798
PB2015.13751.3,0.250692702084
PB2015.5597.3,0.250659415364
PB2015.16811.6,0.250631714428
PB2015.4485.5,0.250365550519
PB2015.7403.5,0.250147553359
PB2015.9244.7,0.25010940919
PB2015.10830.2,0.25
PB2015.7303.4,0.249875574994
PB2015.14428.1,0.249729053772
PB2015.3487.2,0.249649973075
PB2015.10624.1,0.249341317365
PB2015.8863.1,0.249225
PB2015.2057.1,0.2490545651
PB2015.4270.1,0.248999199359
PB2015.924.29,0.248989186648
PB2015.12690.2,0.24896049896
PB2015.10827.1,0.248929864998
PB2015.3894.3,0.248860759494
PB2015.8837.3,0.248805970149
PB2015.14574.1,0.248753462604
PB2015.10809.5,0.248744460857
PB2015.14028.5,0.248598954726
PB2015.5061.8,0.248594688893
PB2015.11981.2,0.248533333333
PB2015.16171.1,0.248468941382
PB2015.9952.1,0.248454469507
PB2015.4533.10,0.248263446103
PB2015.7954.3,0.248113521462
PB2015.1548.2,0.248107125145
PB2015.9769.1,0.248095572734
PB2015.12905.1,0.247940368772
PB2015.5695.13,0.24792358804
PB2015.468.2,0.247757575758
PB2015.8546.11,0.247730220493
PB2015.430.1,0.24763681592
PB2015.7393.18,0.24758084733
PB2015.7607.14,0.247368421053
PB2015.9522.5,0.247321428571
PB2015.2990.1,0.247309664127
PB2015.5808.15,0.247210757556
PB2015.12569.3,0.24711443766
PB2015.5448.1,0.246933224655
PB2015.3555.34,0.246879296643
PB2015.3462.5,0.246772908367
PB2015.6705.2,0.246728971963
PB2015.7848.1,0.24654710369
PB2015.1907.10,0.246507806081
PB2015.16517.8,0.246345811052
PB2015.10087.4,0.24631447717
PB2015.9361.4,0.246221820555
PB2015.5808.9,0.246131432114
